fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,wine_type
-1.2461,-1.2736,-0.3347,0.0644,0.0316,0.0729,0.2258,0.1483,0.4806,0.1292,0.1739,6,white
0.1425,-0.9699,0.147,0.0322,0.0349,0.1007,0.2327,0.0943,0.1938,0.1742,0.4348,6,white
-1.1689,0.2754,-1.9176,0.184,0.0415,0.0729,0.2512,0.1791,0.4341,0.2303,0.2754,6,white
-1.0146,-1.0306,-0.1282,0.0123,0.0548,0.0833,0.2604,0.1155,0.7442,0.2809,0.3623,6,white
0.0653,-0.3017,-0.1971,0.0613,0.0332,0.0903,0.3433,0.1155,0.2713,0.0225,0.3768,6,white
-0.3975,-0.6662,0.0782,0.0184,0.0449,0.0764,0.2074,0.1039,0.4651,0.1011,0.4058,6,white
-0.4747,-0.7269,-0.2659,0.066,0.0548,0.1736,0.4009,0.156,0.4496,0.2978,0.2174,6,white
-0.7061,0.8525,-1.9176,0.0077,0.0615,0.1007,0.2143,0.1097,0.4031,0.0787,0.2319,6,white
0.1425,-0.9699,0.2847,0.1917,0.0781,0.2465,0.3618,0.2485,0.5426,0.073,0.1594,6,white
-0.3204,-0.3624,0.2159,0.0261,0.0548,0.0521,0.182,0.0673,0.3643,0.191,0.6377,6,white
0.6825,-0.6054,0.0782,0.1472,0.0648,0.1562,0.3111,0.1945,0.3411,0.1461,0.3333,6,white
0.1425,-0.9699,0.2847,0.1917,0.0781,0.2465,0.3618,0.2485,0.5426,0.073,0.1594,6,white
0.3739,-0.6662,-0.0594,0.1549,0.0482,0.2014,0.4147,0.1887,0.3101,0.1854,0.2174,6,white
-0.1661,-0.0587,0.0094,0.0092,0.0731,0.1285,0.3041,0.0673,0.3178,0.0337,0.4638,6,white
-0.3975,-0.6662,0.4911,0.0291,0.2708,0.2153,0.3502,0.127,0.3023,0.0787,0.2029,6,white
-0.7061,-0.2409,0.147,0.0153,0.0664,0.0451,0.2903,0.1328,0.4496,0.1517,0.2174,6,white
0.6825,-0.7269,0.7664,0.0138,0.0581,0.0937,0.2834,0.129,0.3876,0.1292,0.4348,6,white
-0.7832,-1.3344,0.147,0.0138,0.0598,0.1458,0.2558,0.1309,0.5426,0.1629,0.1449,6,white
0.3739,-0.6662,-0.0594,0.1549,0.0482,0.2014,0.4147,0.1887,0.3101,0.1854,0.2174,6,white
-0.6289,-0.8484,0.0094,0.0383,0.0532,0.059,0.2765,0.0827,0.5504,0.1124,0.5797,6,white
-1.0146,0.9739,-1.8487,0.0307,0.0748,0.1215,0.3226,0.1483,0.5504,0.1573,0.1739,6,white
0.1425,0.002,0.6976,0.0077,0.0399,0.0556,0.3802,0.0885,0.3101,0.1742,0.4783,6,white
-0.4747,-0.4232,0.6288,0.0107,0.0714,0.0521,0.3134,0.154,0.5426,0.1404,0.2899,6,white
-0.9375,-0.0587,0.4223,0.1396,0.0515,0.0972,0.2719,0.1598,0.5814,0.1461,0.4348,6,white
-0.0889,-0.7269,0.0094,0.25,0.0781,0.1667,0.3502,0.2447,0.5039,0.0899,0.2319,6,white
-0.0889,-0.7269,0.0094,0.25,0.0781,0.1667,0.3502,0.2447,0.5039,0.0899,0.2319,6,white
0.8367,-0.6054,-0.3347,0.023,0.0349,0.0729,0.3594,0.0827,0.2093,0.2584,0.5652,6,white
0.5282,-1.0306,0.0094,0.0153,0.0731,0.1597,0.3318,0.1483,0.4419,0.3034,0.2319,6,white
-0.1661,-0.1802,-0.4035,0.1043,0.0997,0.0937,0.3548,0.1598,0.3178,0.1348,0.2609,6,white
-0.4747,-0.6054,-0.3347,0.0123,0.0797,0.1111,0.3364,0.1213,0.3876,0.191,0.2174,6,white
-0.3975,-0.6662,-0.4035,0.0123,0.0847,0.1111,0.341,0.1213,0.4031,0.191,0.2174,6,white
-0.1661,-0.1802,-0.4035,0.1043,0.0997,0.0937,0.3548,0.1598,0.3178,0.1348,0.2609,6,white
0.2196,-0.0587,0.0094,0.161,0.0449,0.0833,0.2604,0.1752,0.3333,0.0674,0.3623,6,white
0.5282,-1.0306,0.0094,0.0153,0.0731,0.1597,0.3318,0.1483,0.4419,0.3034,0.2319,6,white
0.5282,-1.0306,0.0094,0.0153,0.0731,0.1597,0.3318,0.1483,0.4419,0.3034,0.2319,6,white
0.8367,-1.0306,-0.0594,0.0138,0.0664,0.1632,0.3387,0.1367,0.3101,0.2022,0.2029,6,white
1.1453,-1.1521,-0.1282,0.0153,0.0615,0.0972,0.2857,0.1367,0.3876,0.0899,0.2609,6,white
-0.7832,1.0954,-1.6423,0.0583,0.103,0.0347,0.0599,0.1803,0.6512,0.2303,0.5217,6,red
-0.0118,-0.9091,-0.0594,0.0153,0.088,0.1042,0.3848,0.0885,0.4884,0.1236,0.5362,6,white
-0.6289,-0.9699,0.2159,0.0061,0.0598,0.1319,0.235,0.0769,0.4574,0.073,0.4203,6,white
-0.1661,-0.5447,0.0094,0.1288,0.0615,0.191,0.5507,0.1618,0.4109,0.1573,0.3478,6,white
-0.2432,-0.6054,0.2159,0.0061,0.0714,0.1181,0.3226,0.1136,0.5659,0.1236,0.2899,6,white
-0.1661,-0.3624,0.4911,0.1242,0.0698,0.1076,0.3111,0.1733,0.5116,0.1742,0.3623,6,white
0.1425,-0.4232,1.1105,0.0077,0.0631,0.0556,0.2903,0.0827,0.3643,0.1517,0.5217,6,white
0.991,-0.6054,0.4911,0.1503,0.0581,0.066,0.3134,0.1984,0.3721,0.1742,0.2899,6,white
0.8367,-1.2129,0.147,0.0077,0.0548,0.0208,0.0945,0.1213,0.5814,0.1011,0.3188,6,white
0.1425,-0.5447,0.2847,0.0222,0.0681,0.1042,0.2166,0.0943,0.3643,0.1236,0.4058,6,white
-0.8604,-1.0914,-0.5412,0.0123,0.0615,0.0556,0.1636,0.1172,0.7287,0.1966,0.3333,6,white
-0.1661,-0.6662,0.6976,0.069,0.0548,0.125,0.318,0.1556,0.6047,0.2079,0.3188,6,white
-0.3975,-0.4839,-0.1971,0.0798,0.0266,0.0868,0.1567,0.1116,0.4341,0.1742,0.4348,6,white
-0.9375,1.0347,-2.1928,0.023,0.0914,0.1354,0.1106,0.1521,0.6357,0.3989,0.3913,6,red
-0.4747,3.7682,-2.1928,0.0184,0.1213,0.0139,0.023,0.1251,0.6047,0.1236,0.5652,6,red
-0.6289,0.7917,0.56,0.0276,0.103,0.0243,0.03,0.1772,0.6512,0.2865,0.3768,6,red
0.7596,-0.6054,0.147,0.069,0.088,0.0243,0.0369,0.1984,0.3876,0.4045,0.4203,6,red
-0.5518,-0.6054,-0.1971,0.1166,0.0565,0.1076,0.3456,0.143,0.3178,0.2697,0.3043,6,white
-0.6289,-1.0306,0.147,0.0138,0.1395,0.1458,0.2995,0.129,0.4109,0.1517,0.2319,6,white
-0.5518,-0.9091,-0.3347,0.066,0.0465,0.0417,0.2189,0.0866,0.3488,0.1067,0.5507,6,white
0.6053,0.1235,0.4911,0.0153,0.0249,0.0868,0.2005,0.0781,0.3333,0.1517,0.5652,6,white
-0.1661,-0.7269,-0.1971,0.1273,0.0681,0.0799,0.1935,0.1629,0.4419,0.1348,0.2609,6,white
1.0682,2.0977,-1.5046,0.0153,0.1379,0.0069,0.0138,0.1993,0.4574,0.2416,0.2246,6,red
-0.0118,2.0066,-2.1928,0.0245,0.098,0.0312,0.0415,0.1637,0.5426,0.2809,0.4493,6,red
0.2968,-0.2409,0.6976,0.0215,0.0714,0.0174,0.0415,0.1772,0.5581,0.3371,0.5652,6,red
0.6053,0.9739,0.4911,0.0307,0.1213,0.0382,0.0922,0.2196,0.5504,0.2247,0.3913,6,red
0.7596,-0.6054,0.147,0.069,0.088,0.0243,0.0369,0.1984,0.3876,0.4045,0.4203,6,red
-0.0118,1.6118,-2.0552,0.0199,0.1445,0.0312,0.0576,0.1521,0.5736,0.1742,0.5507,6,red
-0.2432,1.2169,-0.1282,0.0245,0.1312,0.0278,0.2281,0.1955,0.4109,0.5393,0.3623,6,red
0.6053,2.614,0.0094,0.023,0.1163,0.0521,0.1567,0.1822,0.4264,0.1573,0.2609,6,red
0.2196,1.4599,1.6611,0.0383,0.2392,0.0139,0.0184,0.1475,0.3798,0.4551,0.5217,6,red
-0.8604,-1.0914,-0.1971,0.0828,0.0349,0.0972,0.318,0.1471,0.7442,0.1348,0.3913,6,white
0.1425,2.7052,-0.8853,0.0706,0.1412,0.0625,0.212,0.1932,0.3411,0.1685,0.2319,6,red
-0.1661,1.2169,-2.1928,0.023,0.1163,0.1319,0.1129,0.1637,0.5194,0.3483,0.4928,6,red
0.8367,-0.4839,0.3535,0.0123,0.1113,0.0243,0.0392,0.1984,0.4186,0.2697,0.2319,6,red
-0.5518,-0.7877,-0.2659,0.0123,0.0615,0.0868,0.1382,0.0941,0.5504,0.1461,0.4493,6,white
-0.0889,0.002,0.0094,0.0215,0.0698,0.0972,0.2857,0.124,0.4496,0.1573,0.3478,6,white
0.6825,-0.5447,0.147,0.1457,0.0681,0.1007,0.265,0.1953,0.3488,0.1517,0.3043,6,white
-0.5518,-0.9699,-0.1971,0.0169,0.0432,0.1319,0.318,0.1078,0.5969,0.1573,0.3623,6,white
-0.0118,-0.2409,-0.1282,0.115,0.0681,0.1354,0.4194,0.1814,0.3333,0.1517,0.1594,6,white
0.1425,0.002,-0.1282,0.2193,0.0465,0.2396,0.3756,0.1903,0.4109,0.0843,0.3478,6,white
0.6053,-0.4839,-0.2659,0.1166,0.0482,0.2465,0.4516,0.1648,0.3101,0.191,0.2899,6,white
0.8367,-0.4839,0.3535,0.0123,0.1113,0.0243,0.0392,0.1984,0.4186,0.2697,0.2319,6,red
0.3739,-0.6662,0.3535,0.0184,0.0615,0.0764,0.1244,0.1926,0.5349,0.2753,0.5942,6,red
0.2968,0.5487,-0.0594,0.023,0.0997,0.0417,0.1567,0.1675,0.4186,0.1798,0.2754,6,red
-1.0146,0.6095,-2.1928,0.0153,0.0548,0.0069,0.0115,0.1405,0.5891,0.3539,0.5362,6,red
2.3024,1.2169,0.3535,0.227,0.3405,0.1875,0.2051,0.3196,0.3566,0.309,0.1449,6,red
-0.9375,1.0347,-2.1928,0.023,0.0914,0.1354,0.1106,0.1521,0.6357,0.3989,0.3913,6,red
-0.0118,-0.8484,-0.1282,0.0215,0.0498,0.1458,0.4194,0.0769,0.4496,0.1067,0.5797,6,white
-0.1661,-0.1195,-0.1971,0.066,0.0449,0.1389,0.3318,0.0881,0.5116,0.118,0.6087,6,white
-0.0118,-0.8484,-0.1282,0.0215,0.0498,0.1458,0.4194,0.0769,0.4496,0.1067,0.5797,6,white
0.6053,-0.4839,-0.2659,0.0644,0.0681,0.1146,0.3318,0.14,0.3178,0.1573,0.2899,6,white
0.1425,0.0628,-0.8164,0.204,0.0748,0.2153,0.5138,0.2269,0.3023,0.1573,0.1304,6,white
0.7596,0.6095,-0.5412,0.0261,0.0897,0.0312,0.0507,0.1739,0.4109,0.1742,0.3188,6,red
-0.0118,1.7029,-2.124,0.0261,0.093,0.0243,0.0922,0.1197,0.4651,0.1629,0.5507,6,red
0.0653,0.5487,-0.5412,0.0291,0.1146,0.0903,0.1406,0.1806,0.6822,0.2079,0.4493,6,red
3.3824,0.8221,0.56,0.0123,0.1362,0.0174,0.0507,0.1914,0.2713,0.2416,0.2947,6,red
3.3824,0.8221,0.56,0.0123,0.1362,0.0174,0.0507,0.1914,0.2713,0.2416,0.2947,6,red
0.6825,-0.0587,0.2847,0.1043,0.0465,0.1215,0.3456,0.1698,0.3643,0.1798,0.3768,6,white
0.451,-0.1195,0.0782,0.1503,0.0365,0.1597,0.4332,0.1891,0.2713,0.2022,0.2319,6,white
0.8367,-0.3624,-0.3347,0.2592,0.0598,0.1632,0.5691,0.2512,0.2326,0.191,0.1594,6,white
0.6825,0.002,-0.2659,0.1058,0.0515,0.2396,0.5161,0.1633,0.3256,0.1854,0.2609,6,white
0.0653,-0.4232,0.3535,0.1396,0.0548,0.1215,0.2857,0.208,0.5891,0.2978,0.2754,6,white
-0.0118,-0.8484,-0.2659,0.0153,0.0316,0.0417,0.3733,0.0949,0.3488,0.4719,0.5072,6,white
-0.5518,-0.4232,-0.4035,0.1166,0.0548,0.0694,0.2926,0.1737,0.5504,0.236,0.2609,6,white
-0.4747,-0.4839,-0.3347,0.0138,0.0515,0.0625,0.2488,0.1126,0.4961,0.2247,0.3623,6,white
-0.3975,-0.4232,-0.4035,0.0261,0.0565,0.2083,0.4032,0.1317,0.5659,0.2303,0.3768,6,white
0.1425,1.5814,-0.4035,0.023,0.1229,0.0556,0.1959,0.1745,0.4419,0.191,0.2609,6,red
0.1425,1.5814,-0.4035,0.023,0.1229,0.0556,0.1959,0.1745,0.4419,0.191,0.2609,6,red
0.9139,0.3058,-1.5046,0.0169,0.1096,0.0174,0.0438,0.1677,0.2868,0.118,0.2464,6,red
0.2196,1.0347,-2.0552,0.0169,0.1246,0.0417,0.0576,0.1594,0.4961,0.1798,0.3623,6,red
0.2196,1.3992,-2.0552,0.0307,0.113,0.0347,0.0668,0.1631,0.4961,0.2247,0.4058,6,red
1.2224,-0.0587,0.2847,0.023,0.0415,0.0625,0.2742,0.0877,0.186,0.427,0.6812,6,white
0.5282,0.6095,-0.4035,0.059,0.0399,0.0764,0.2166,0.0783,0.3488,0.1685,0.6812,6,white
0.2968,-0.1802,-0.3347,0.0798,0.0449,0.0764,0.2373,0.1326,0.4806,0.1798,0.4348,6,white
-0.1661,-1.0914,-0.4035,0.1028,0.0631,0.1007,0.4931,0.1756,0.5116,0.2022,0.3043,6,white
0.6053,-0.4232,-0.4723,0.2837,0.0598,0.1701,0.4654,0.2583,0.2558,0.1573,0.1739,6,white
-0.1661,-1.0914,-0.4035,0.0959,0.0631,0.1007,0.4931,0.1756,0.5116,0.2022,0.3043,6,white
-1.5546,0.9132,-0.4035,0.0261,0.1346,0.0764,0.1567,0.1579,0.7674,0.2247,0.6087,6,red
-0.0118,0.6702,-1.1605,0.0215,0.1146,0.0312,0.0507,0.1731,0.4419,0.1629,0.2754,6,red
0.2196,1.3992,-2.0552,0.0307,0.113,0.0347,0.0668,0.1631,0.4961,0.2247,0.4058,6,red
0.0653,2.0066,-2.0552,0.0245,0.1047,0.1042,0.1982,0.1648,0.4651,0.2584,0.4493,6,red
-0.9375,0.9132,-2.1928,0.0261,0.098,0.0486,0.0622,0.112,0.6667,0.2079,0.6522,6,red
0.2196,1.0347,-2.0552,0.0169,0.1246,0.0417,0.0576,0.1594,0.4961,0.1798,0.3623,6,red
0.2968,1.2169,-2.0552,0.0169,0.1262,0.0556,0.0576,0.1693,0.5039,0.1629,0.3478,6,red
0.2196,1.0347,-2.0552,0.0169,0.1246,0.0417,0.0576,0.1594,0.4961,0.1798,0.3623,6,red
-0.0118,-0.6054,-0.1971,0.0368,0.0449,0.0556,0.2558,0.135,0.4961,0.2584,0.3043,6,white
-0.0118,-0.6054,-0.1971,0.0368,0.0449,0.0556,0.2558,0.135,0.4961,0.2584,0.3043,6,white
0.0653,-0.7269,-0.4035,0.0138,0.0515,0.1076,0.3825,0.0931,0.4264,0.1461,0.4638,6,white
0.6825,0.002,-0.2659,0.1058,0.0515,0.2396,0.5161,0.1633,0.3256,0.1854,0.2609,6,white
0.0653,-0.7269,-0.4035,0.0138,0.0515,0.1076,0.3825,0.0931,0.4264,0.1461,0.4638,6,white
0.2196,0.488,-0.8164,0.0123,0.0847,0.0486,0.3733,0.1405,0.2636,0.1011,0.2029,6,white
-0.5518,1.1562,-1.7799,0.0215,0.0897,0.0972,0.0876,0.15,0.5116,0.3427,0.3333,6,red
-0.0118,0.3058,1.5234,0.0123,0.2458,0.1146,0.2903,0.1423,0.3023,0.1742,0.1449,6,white
-0.5518,0.1235,-0.0594,0.0537,0.0864,0.066,0.2949,0.1473,0.3566,0.1292,0.1449,6,white
0.991,-0.5447,-0.0594,0.0337,0.0382,0.0347,0.1267,0.0922,0.2636,0.1236,0.5072,6,white
-0.4747,-0.9091,0.7664,0.158,0.0598,0.1806,0.341,0.2007,0.6202,0.309,0.3478,6,white
-0.4747,-0.9091,0.7664,0.158,0.0598,0.1806,0.341,0.2007,0.6202,0.309,0.3478,6,white
-0.7061,-0.8484,-0.1282,0.0813,0.0415,0.1181,0.3364,0.1795,0.5814,0.1011,0.0725,6,white
0.991,-0.9091,1.6611,0.2561,0.0764,0.1597,0.3756,0.2576,0.2713,0.2528,0.1884,6,white
-0.3975,-0.5447,-0.4035,0.1979,0.0847,0.1701,0.3456,0.2069,0.5194,0.1348,0.2754,6,white
-0.7832,-0.5447,-0.2659,0.1212,0.0432,0.0937,0.235,0.1494,0.5271,0.1124,0.3478,6,white
-0.5518,1.1562,-1.7799,0.0215,0.0897,0.0972,0.0876,0.15,0.5116,0.3427,0.3333,6,red
-0.3975,-0.1802,-0.9541,0.1089,0.0565,0.1944,0.447,0.1648,0.3488,0.1236,0.2029,6,white
0.1425,-1.2129,-0.1282,0.0107,0.0399,0.0833,0.1959,0.1074,0.6279,0.0955,0.3768,6,white
-0.3975,-0.1802,-0.9541,0.1089,0.0565,0.1944,0.447,0.1648,0.3488,0.1236,0.2029,6,white
-0.6289,-1.0914,-0.4723,0.0107,0.0631,0.066,0.1636,0.1193,0.6899,0.1798,0.3188,6,white
-0.7061,-1.0914,-0.6788,0.0107,0.0615,0.059,0.1382,0.1149,0.6899,0.1854,0.3333,6,white
-0.3204,2.857,-1.8487,0.0215,0.1013,0.0174,0.0184,0.1641,0.6124,0.2472,0.4058,6,red
0.2196,0.245,1.7299,0.0261,0.1611,0.0139,0.0138,0.1724,0.4961,0.1854,0.4928,6,red
-0.0889,-0.4232,1.9364,0.023,0.108,0.0556,0.0438,0.2126,0.5116,0.2809,0.3768,6,red
-0.6289,0.1235,-0.7476,0.0245,0.0631,0.0868,0.0968,0.1832,0.5814,0.309,0.2464,6,red
-0.3204,0.7917,-1.6423,0.0245,0.0914,0.059,0.0737,0.1623,0.4496,0.2416,0.2319,6,red
-0.3975,3.1304,-2.0552,0.0199,0.0914,0.0972,0.0737,0.1467,0.4496,0.191,0.3986,6,red
2.9967,0.6095,0.6976,0.0245,0.0914,0.0451,0.03,0.2019,0.4109,0.1966,0.3478,6,red
-0.8604,-1.1521,-0.1971,0.0859,0.0615,0.1319,0.3341,0.1465,0.6822,0.1236,0.3768,6,white
0.1425,-0.8484,-0.1971,0.0169,0.0631,0.0521,0.2166,0.1026,0.4341,0.1292,0.3768,6,white
1.531,0.002,1.5234,0.2561,0.0847,0.1562,0.5276,0.2836,0.2791,0.2191,0.1159,6,white
-0.7832,-0.4839,-0.8853,0.0429,0.0664,0.1597,0.3825,0.102,0.3256,0.118,0.3478,6,white
0.0653,-0.7877,-0.7476,0.0153,0.0615,0.1181,0.2926,0.1456,0.5116,0.1348,0.2899,6,white
-0.0118,0.3058,1.5234,0.0123,0.2458,0.1146,0.2903,0.1423,0.3023,0.1742,0.1449,6,white
-0.9375,0.488,-0.8853,0.0215,0.1096,0.0729,0.0945,0.1564,0.5194,0.3146,0.2899,6,red
-0.0889,-0.7269,1.1793,0.0184,0.0498,0.0243,0.0276,0.122,0.5194,0.191,0.6377,6,red
-0.0889,1.1562,-1.7111,0.0169,0.103,0.0486,0.0415,0.154,0.4419,0.2472,0.4058,6,red
0.5282,-0.3017,1.1793,0.0245,0.1445,0.0694,0.1221,0.1934,0.4574,0.2528,0.3043,6,red
-0.0889,2.1281,-1.6423,0.023,0.0897,0.1424,0.106,0.1729,0.5426,0.2135,0.3188,6,red
-0.4747,0.6095,-1.5735,0.0245,0.0897,0.0278,0.0276,0.1413,0.5426,0.264,0.4783,6,red
-0.0118,1.1562,-1.2982,0.0215,0.0814,0.059,0.0369,0.1662,0.3798,0.2584,0.2754,6,red
-0.6289,2.7355,-1.9176,0.0245,0.0864,0.0347,0.0253,0.1691,0.6279,0.2416,0.3478,6,red
-0.6289,1.3384,-1.1605,0.0184,0.1146,0.0556,0.1359,0.1124,0.4729,0.2135,0.3623,6,red
-0.2432,3.0393,-0.7476,0.0537,0.108,0.0521,0.1359,0.218,0.6279,0.2809,0.1787,6,red
-0.2432,3.0393,-0.7476,0.0537,0.108,0.0521,0.1359,0.218,0.6279,0.2809,0.1812,6,red
0.0653,2.0066,-2.0552,0.0245,0.1047,0.1042,0.1982,0.1648,0.4651,0.2584,0.4444,6,red
-0.9375,1.2169,-1.7799,0.0184,0.0681,0.1285,0.1912,0.1012,0.4496,0.1573,0.3696,6,red
-0.8604,0.4272,-1.9176,0.0107,0.0449,0.0764,0.265,0.0997,0.4031,0.2191,0.2754,6,white
0.2968,-0.8484,0.147,0.0184,0.0532,0.1424,0.3272,0.1203,0.4884,0.2472,0.4493,6,white
-0.1661,0.0628,-1.0229,0.0077,0.0664,0.0208,0.2604,0.113,0.3178,0.0787,0.2464,6,white
-0.1661,0.0628,-1.0229,0.0077,0.0664,0.0208,0.2604,0.113,0.3178,0.0787,0.2464,6,white
0.2196,0.245,-0.1971,0.1856,0.0681,0.0833,0.4677,0.2215,0.4109,0.2079,0.1884,6,white
-0.7061,0.3665,0.0094,0.1534,0.0664,0.1285,0.4677,0.2119,0.5814,0.2079,0.1884,6,white
-0.6289,0.488,-1.5735,0.0261,0.0748,0.1146,0.1336,0.1953,0.5349,0.2584,0.3478,6,red
2.3024,1.2169,0.3535,0.227,0.3405,0.1875,0.2051,0.3196,0.3566,0.309,0.1449,6,red
-0.5518,3.4037,-2.1928,0.0153,0.0714,0.0278,0.0253,0.1457,0.6047,0.2303,0.4203,6,red
-0.1661,-0.6662,-0.4035,0.1012,0.0532,0.0694,0.1935,0.1538,0.3876,0.1854,0.2174,6,white
0.3739,-0.3017,-0.1971,0.0644,0.0847,0.0903,0.3456,0.166,0.5969,0.2079,0.3333,6,white
-0.1661,-0.6662,-0.4035,0.1012,0.0532,0.0694,0.1935,0.1538,0.3876,0.1854,0.2174,6,white
0.6825,-0.6054,-0.4035,0.1595,0.0565,0.1389,0.4724,0.186,0.3023,0.1517,0.2899,6,white
0.2196,-0.6662,-0.1971,0.0307,0.0365,0.0799,0.212,0.0931,0.2171,0.1798,0.4203,6,white
0.8367,-0.4839,-0.0594,0.0215,0.0332,0.0451,0.3111,0.0706,0.1783,0.309,0.6087,6,white
0.5282,-0.5447,0.147,0.1656,0.0515,0.1806,0.4516,0.1922,0.3023,0.1966,0.2319,6,white
-0.8604,-0.3624,-1.0917,0.0107,0.0847,0.1215,0.2765,0.1238,0.3178,0.1348,0.1014,6,white
0.1425,2.7052,-0.8853,0.0706,0.1412,0.0625,0.212,0.1932,0.3411,0.1685,0.2271,6,red
-0.5518,-0.3017,0.6976,0.1534,0.0548,0.2257,0.4516,0.1857,0.4031,0.1742,0.2174,6,white
-0.1661,0.5487,-2.0552,0.0199,0.1179,0.0486,0.0507,0.1506,0.4884,0.3315,0.3768,6,red
-0.2432,2.4318,-1.9864,0.0261,0.0748,0.0208,0.023,0.1537,0.5659,0.2303,0.5072,6,red
-0.4747,3.3734,-1.9176,0.0261,0.098,0.0208,0.0161,0.1679,0.6279,0.2022,0.4058,6,red
-0.2432,2.4318,-1.9864,0.0261,0.0748,0.0208,0.023,0.1537,0.5659,0.2303,0.5072,6,red
-0.7832,0.6095,0.4911,0.0291,0.113,0.0174,0.0184,0.1627,0.6124,0.264,0.4348,6,red
0.2196,0.245,1.7299,0.0261,0.1611,0.0139,0.0138,0.1724,0.4961,0.1854,0.4928,6,red
1.0682,-1.0306,-0.2659,0.0322,0.0631,0.1285,0.3318,0.1261,0.2946,0.191,0.4058,6,white
-0.5518,-0.1195,-0.61,0.0092,0.0748,0.1319,0.4654,0.1082,0.3566,0.1348,0.2754,6,white
0.2196,0.488,-0.8853,0.0966,0.0532,0.2118,0.3318,0.1537,0.3953,0.0843,0.2899,6,white
-0.9375,1.4599,-0.8164,0.0276,0.1096,0.0486,0.1014,0.1457,0.6667,0.2528,0.6522,6,red
-0.3204,1.8244,-1.9864,0.0261,0.1096,0.0451,0.0576,0.1608,0.4961,0.2022,0.3478,6,red
-0.2432,1.7636,-2.124,0.0276,0.1113,0.0451,0.076,0.1564,0.4806,0.1742,0.4058,6,red
0.2968,0.0628,1.9364,0.0307,0.1063,0.0764,0.0876,0.1822,0.5116,0.3202,0.4493,6,red
0.6825,-0.3624,0.147,0.0107,0.0432,0.0347,0.2765,0.1004,0.3256,0.1573,0.2609,6,white
-0.1661,-0.9091,0.0782,0.0874,0.0382,0.1424,0.2788,0.0908,0.4574,0.0899,0.6087,6,white
0.3739,0.488,0.4223,0.115,0.0864,0.1667,0.318,0.183,0.5271,0.2022,0.4348,6,white
0.6053,-0.8484,-0.1282,0.115,0.0465,0.1424,0.2857,0.1288,0.2946,0.2528,0.5507,6,white
-0.7832,1.3992,-1.5046,0.023,0.0648,0.0104,0.0115,0.1421,0.5581,0.3034,0.4058,6,red
3.4595,0.6702,2.1428,0.0245,0.1063,0.0208,0.0392,0.2435,0.3798,0.264,0.4203,6,red
0.7596,-0.6662,0.56,0.1058,0.0664,0.0382,0.1613,0.183,0.2636,0.3483,0.2464,6,white
-1.2461,-0.9699,-0.0594,0.0138,0.0482,0.0521,0.1797,0.102,0.4806,0.2022,0.3043,6,white
0.6825,-0.8484,0.56,0.0215,0.0465,0.0625,0.1866,0.0962,0.3101,0.1798,0.4638,6,white
-0.1661,-1.3344,0.0094,0.1012,0.0814,0.0729,0.1912,0.183,0.4419,0.0899,0.1739,6,white
-0.1661,-0.3624,0.0782,0.2147,0.0565,0.1597,0.3733,0.2369,0.4806,0.2528,0.1159,6,white
0.6825,-0.9091,1.7987,0.2462,0.0664,0.1632,0.4032,0.2601,0.3721,0.2247,0.1594,6,white
0.9139,-0.8484,0.4223,0.1718,0.0764,0.1736,0.3779,0.2562,0.4806,0.3371,0.1304,6,white
1.7624,0.488,0.6288,0.0261,0.0415,0.0729,0.3203,0.154,0.2636,0.1685,0.4348,6,white
0.6825,-0.3624,0.4911,0.0199,0.0332,0.059,0.1682,0.1001,0.3953,0.1685,0.5507,6,white
0.2968,0.002,0.4911,0.1074,0.0515,0.1528,0.4816,0.181,0.3023,0.1742,0.1739,6,white
-0.5518,-0.5447,-0.8164,0.0123,0.0249,0.0972,0.2189,0.0866,0.4031,0.1798,0.4058,6,white
-0.1661,-0.5447,1.6611,0.0215,0.0432,0.066,0.2051,0.0904,0.3953,0.1742,0.4348,6,white
0.2968,-0.9699,0.9729,0.1472,0.0764,0.1979,0.2972,0.1868,0.3256,0.118,0.2754,6,white
0.6053,-0.7269,0.0094,0.1503,0.0565,0.2153,0.4493,0.1907,0.3023,0.1742,0.2174,6,white
0.7596,-0.6662,0.56,0.0092,0.0299,0.1215,0.265,0.0943,0.3101,0.0899,0.3913,6,white
0.9139,-0.8484,0.4223,0.1718,0.0764,0.1736,0.3779,0.2562,0.4806,0.3371,0.1304,6,white
0.5282,-0.9091,0.9041,0.0138,0.0598,0.0556,0.2074,0.0885,0.3178,0.0955,0.4348,6,white
0.8367,0.9132,0.7664,0.0291,0.0449,0.1076,0.2535,0.1405,0.3953,0.1404,0.3913,6,white
0.2968,0.002,0.4911,0.1074,0.0515,0.1528,0.4816,0.181,0.3023,0.1742,0.1739,6,white
-0.3975,-0.9091,0.2847,0.0077,0.0282,0.2153,0.3157,0.0789,0.4264,0.1461,0.4348,6,white
-0.3204,-0.4232,-0.2659,0.1948,0.1113,0.1701,0.3618,0.208,0.2403,0.0899,0.087,6,white
0.2968,-0.8484,-0.0594,0.0123,0.0631,0.1389,0.3134,0.1213,0.5504,0.1742,0.3043,6,white
-0.1661,-1.2129,0.56,0.0169,0.0432,0.0521,0.182,0.0769,0.3643,0.1124,0.5507,6,white
