fixed acidity_x,volatile acidity_x,citric acid_x,residual sugar_x,chlorides_x,free sulfur dioxide_x,total sulfur dioxide_x,density_x,pH_x,sulphates_x,alcohol_x,quality_x,unique_id,fixed acidity_y,volatile acidity_y,citric acid_y,residual sugar_y,chlorides_y,free sulfur dioxide_y,total sulfur dioxide_y,density_y,pH_y,sulphates_y,alcohol_y,quality_y
6.4,0.29,0.18,15.0,0.04,21.0,116.0,0.99736,3.14,0.5,9.2,5,winequality-white4238,,,,,,,,,,,,
5.7,0.28,0.36,1.8,0.041,38.0,90.0,0.99002,3.27,0.98,11.9,7,winequality-white4239,,,,,,,,,,,,
6.5,0.26,0.24,10.8,0.042,47.0,130.0,0.996,3.08,0.4,10.1,6,winequality-white4240,,,,,,,,,,,,
6.4,0.27,0.29,3.9,0.034,62.0,140.0,0.99237,3.1,0.59,11.1,6,winequality-white4241,,,,,,,,,,,,
5.9,0.22,0.29,4.2,0.037,69.0,144.0,0.99214,3.13,0.74,10.8,7,winequality-white4242,,,,,,,,,,,,
6.8,0.26,0.26,2.0,0.019,23.5,72.0,0.99041,3.16,0.47,11.8,6,winequality-white4243,,,,,,,,,,,,
7.6,0.36,0.48,13.5,0.038,44.0,116.0,0.9982,3.04,0.48,9.2,5,winequality-white4244,,,,,,,,,,,,
7.6,0.35,0.47,13.3,0.037,42.0,116.0,0.99822,3.04,0.5,9.2,5,winequality-white4245,,,,,,,,,,,,
5.7,0.18,0.26,2.2,0.023,21.0,95.0,0.9893,3.07,0.54,12.3,6,winequality-white4246,,,,,,,,,,,,
6.6,0.36,0.47,1.4,0.145,26.0,124.0,0.99274,3.09,0.56,10.1,6,winequality-white4247,,,,,,,,,,,,
5.9,0.14,0.2,1.6,0.04,26.0,114.0,0.99105,3.25,0.45,11.4,6,winequality-white4248,,,,,,,,,,,,
5.5,0.23,0.19,2.2,0.044,39.0,161.0,0.99209,3.19,0.43,10.4,6,winequality-white4249,,,,,,,,,,,,
6.7,0.11,0.26,14.8,0.053,44.0,95.0,0.99676,3.2,0.35,9.8,6,winequality-white4250,,,,,,,,,,,,
7.0,0.24,0.24,1.8,0.047,29.0,91.0,0.99251,3.3,0.43,9.9,6,winequality-white4251,,,,,,,,,,,,
6.7,0.11,0.26,14.8,0.053,44.0,95.0,0.99676,3.2,0.35,9.8,6,winequality-white4252,,,,,,,,,,,,
5.3,0.47,0.1,1.3,0.036,11.0,74.0,0.99082,3.48,0.54,11.2,4,winequality-white4253,,,,,,,,,,,,
7.5,0.29,0.24,9.9,0.058,25.0,115.0,0.99567,3.15,0.46,10.9,5,winequality-white4254,,,,,,,,,,,,
6.0,0.33,0.26,5.1,0.051,16.0,119.0,0.99416,3.15,0.41,9.2,5,winequality-white4255,,,,,,,,,,,,
6.0,0.33,0.26,5.1,0.051,16.0,119.0,0.99416,3.15,0.41,9.2,5,winequality-white4256,,,,,,,,,,,,
5.8,0.32,0.23,1.5,0.033,39.0,121.0,0.9887,2.96,0.35,12.0,5,winequality-white4257,,,,,,,,,,,,
5.8,0.3,0.23,1.5,0.034,37.0,121.0,0.98871,2.96,0.34,12.1,6,winequality-white4258,,,,,,,,,,,,
3.8,0.31,0.02,11.1,0.036,20.0,114.0,0.99248,3.75,0.44,12.4,6,winequality-white4259,,,,,,,,,,,,
6.2,0.36,0.22,5.25,0.038,44.0,145.0,0.99184,3.22,0.4,11.2,6,winequality-white4260,,,,,,,,,,,,
6.0,0.31,0.27,2.3,0.042,19.0,120.0,0.98952,3.32,0.41,12.7,7,winequality-white4261,,,,,,,,,,,,
6.9,0.52,0.54,7.9,0.036,23.0,169.0,0.99267,3.26,0.47,12.2,6,winequality-white4262,,,,,,,,,,,,
7.0,0.55,0.05,8.0,0.036,19.0,164.0,0.99269,3.26,0.46,12.2,6,winequality-white4263,,,,,,,,,,,,
5.8,0.2,0.16,1.4,0.042,44.0,99.0,0.98912,3.23,0.37,12.2,6,winequality-white4264,,,,,,,,,,,,
6.2,0.36,0.22,5.25,0.038,44.0,145.0,0.99184,3.22,0.4,11.2,6,winequality-white4265,,,,,,,,,,,,
6.0,0.31,0.27,2.3,0.042,19.0,120.0,0.98952,3.32,0.41,12.7,7,winequality-white4266,,,,,,,,,,,,
6.0,0.29,0.27,2.3,0.044,20.0,117.0,0.9895,3.31,0.41,12.7,7,winequality-white4267,,,,,,,,,,,,
5.7,0.22,0.29,3.5,0.04,27.0,146.0,0.98999,3.17,0.36,12.1,6,winequality-white4268,,,,,,,,,,,,
7.1,0.46,0.23,13.7,0.045,44.0,192.0,0.9981,3.11,0.53,9.4,5,winequality-white4269,,,,,,,,,,,,
6.6,0.21,0.3,9.9,0.041,64.0,174.0,0.995,3.07,0.5,10.1,6,winequality-white4270,,,,,,,,,,,,
6.9,0.42,0.2,15.4,0.043,57.0,201.0,0.99848,3.08,0.54,9.4,5,winequality-white4271,,,,,,,,,,,,
5.7,0.22,0.2,16.0,0.044,41.0,113.0,0.99862,3.22,0.46,8.9,6,winequality-white4272,,,,,,,,,,,,
5.7,0.22,0.2,16.0,0.044,41.0,113.0,0.99862,3.22,0.46,8.9,6,winequality-white4273,,,,,,,,,,,,
5.7,0.22,0.2,16.0,0.044,41.0,113.0,0.99862,3.22,0.46,8.9,6,winequality-white4274,,,,,,,,,,,,
5.7,0.22,0.2,16.0,0.044,41.0,113.0,0.99862,3.22,0.46,8.9,6,winequality-white4275,,,,,,,,,,,,
5.2,0.31,0.2,2.4,0.027,27.0,117.0,0.98886,3.56,0.45,13.0,7,winequality-white4276,,,,,,,,,,,,
7.2,0.22,0.35,5.5,0.054,37.0,183.0,0.99474,3.08,0.5,10.3,5,winequality-white4277,,,,,,,,,,,,
5.6,0.18,0.29,2.3,0.04,5.0,47.0,0.99126,3.07,0.45,10.1,4,winequality-white4278,,,,,,,,,,,,
6.2,0.24,0.27,16.8,0.04,48.0,129.0,0.99691,3.23,0.38,10.5,6,winequality-white4279,,,,,,,,,,,,
5.7,0.22,0.2,16.0,0.044,41.0,113.0,0.99862,3.22,0.46,8.9,6,winequality-white4280,,,,,,,,,,,,
5.7,0.26,0.24,17.8,0.059,23.0,124.0,0.99773,3.3,0.5,10.1,5,winequality-white4281,,,,,,,,,,,,
5.7,0.26,0.24,17.8,0.059,23.0,124.0,0.99773,3.3,0.5,10.1,5,winequality-white4282,,,,,,,,,,,,
6.0,0.2,0.26,6.8,0.049,22.0,93.0,0.9928,3.15,0.42,11.0,6,winequality-white4283,,,,,,,,,,,,
6.0,0.2,0.26,6.8,0.049,22.0,93.0,0.9928,3.15,0.42,11.0,6,winequality-white4284,,,,,,,,,,,,
6.0,0.2,0.26,6.8,0.049,22.0,93.0,0.9928,3.15,0.42,11.0,6,winequality-white4285,,,,,,,,,,,,
6.0,0.2,0.26,6.8,0.049,22.0,93.0,0.9928,3.15,0.42,11.0,6,winequality-white4286,,,,,,,,,,,,
7.6,0.28,0.17,1.6,0.046,28.0,117.0,0.99288,3.08,0.43,10.0,5,winequality-white4287,,,,,,,,,,,,
7.0,0.2,0.33,4.7,0.03,25.0,76.0,0.99202,2.88,0.54,10.5,6,winequality-white4288,,,,,,,,,,,,
6.6,0.26,0.27,11.8,0.048,28.0,112.0,0.99606,2.87,0.49,9.7,6,winequality-white4289,,,,,,,,,,,,
5.7,0.26,0.24,17.8,0.059,23.0,124.0,0.99773,3.3,0.5,10.1,5,winequality-white4290,,,,,,,,,,,,
7.2,0.21,0.36,15.7,0.045,68.0,183.0,0.99922,3.25,0.76,9.4,5,winequality-white4291,,,,,,,,,,,,
6.9,0.22,0.32,5.8,0.041,20.0,119.0,0.99296,3.17,0.55,11.2,6,winequality-white4292,,,,,,,,,,,,
7.2,0.21,0.36,15.7,0.045,68.0,183.0,0.99922,3.25,0.76,9.4,5,winequality-white4293,,,,,,,,,,,,
7.4,0.22,0.28,9.0,0.046,22.0,121.0,0.99468,3.1,0.55,10.8,5,winequality-white4294,,,,,,,,,,,,
7.2,0.21,0.36,15.7,0.045,68.0,183.0,0.99922,3.25,0.76,9.4,5,winequality-white4295,,,,,,,,,,,,
6.9,0.22,0.32,5.8,0.041,20.0,119.0,0.99296,3.17,0.55,11.2,6,winequality-white4296,,,,,,,,,,,,
7.0,0.2,0.35,8.8,0.037,31.0,103.0,0.99388,3.13,0.49,11.0,6,winequality-white4297,,,,,,,,,,,,
5.6,0.26,0.0,10.2,0.038,13.0,111.0,0.99315,3.44,0.46,12.4,6,winequality-white4298,,,,,,,,,,,,
6.3,0.28,0.3,6.6,0.208,60.0,154.0,0.99478,3.1,0.4,9.4,6,winequality-white4299,,,,,,,,,,,,
6.4,0.29,0.3,6.5,0.209,62.0,156.0,0.99478,3.1,0.4,9.4,5,winequality-white4300,,,,,,,,,,,,
7.2,0.34,0.23,8.9,0.105,22.0,155.0,0.99692,3.01,0.58,9.5,5,winequality-white4301,,,,,,,,,,,,
7.1,0.39,0.39,11.1,0.034,25.0,204.0,0.99616,3.05,0.52,10.0,6,winequality-white4302,,,,,,,,,,,,
6.9,0.26,0.29,4.2,0.043,33.0,114.0,0.9902,3.16,0.31,12.5,6,winequality-white4303,,,,,,,,,,,,
6.1,0.24,0.25,1.6,0.044,24.0,115.0,0.9921,3.39,0.59,10.9,6,winequality-white4304,,,,,,,,,,,,
5.9,0.25,0.24,7.4,0.044,21.0,113.0,0.99462,3.38,0.58,10.5,6,winequality-white4305,,,,,,,,,,,,
6.1,0.24,0.27,11.5,0.05,51.0,133.0,0.99476,3.22,0.37,10.8,6,winequality-white4306,,,,,,,,,,,,
6.5,0.22,0.27,1.6,0.039,36.0,116.0,0.99178,3.38,0.57,11.0,7,winequality-white4307,,,,,,,,,,,,
6.2,0.26,0.29,2.0,0.036,16.0,87.0,0.99081,3.33,0.61,11.8,6,winequality-white4308,,,,,,,,,,,,
6.6,0.34,0.25,4.8,0.038,16.0,121.0,0.99198,3.36,0.71,12.6,6,winequality-white4309,,,,,,,,,,,,
5.6,0.225,0.24,9.8,0.054,59.0,140.0,0.99545,3.17,0.39,10.2,6,winequality-white4310,,,,,,,,,,,,
7.1,0.23,0.28,1.9,0.046,33.0,103.0,0.98997,3.12,0.31,12.0,5,winequality-white4311,,,,,,,,,,,,
6.9,0.26,0.29,4.2,0.043,33.0,114.0,0.9902,3.16,0.31,12.5,6,winequality-white4312,,,,,,,,,,,,
6.4,0.27,0.3,1.6,0.04,19.0,86.0,0.99089,3.32,0.65,11.5,6,winequality-white4313,,,,,,,,,,,,
6.3,0.41,0.22,7.3,0.035,23.0,117.0,0.99172,3.2,0.39,11.94,7,winequality-white4314,,,,,,,,,,,,
6.7,0.41,0.24,5.4,0.035,33.0,115.0,0.9901,3.12,0.44,12.8933333333333,7,winequality-white4315,,,,,,,,,,,,
7.2,0.585,0.2,10.4,0.086,17.0,94.0,0.99681,3.13,0.4,9.4,5,winequality-white4316,,,,,,,,,,,,
6.7,0.34,0.26,1.9,0.038,58.0,138.0,0.9893,3.0,0.47,12.2,7,winequality-white4317,,,,,,,,,,,,
6.3,0.41,0.22,7.3,0.035,23.0,117.0,0.99172,3.2,0.39,11.94,7,winequality-white4318,,,,,,,,,,,,
6.7,0.41,0.24,5.4,0.035,33.0,115.0,0.9901,3.12,0.44,12.8933333333333,7,winequality-white4319,,,,,,,,,,,,
6.4,0.26,0.35,7.7,0.056,45.0,191.0,0.99527,3.16,0.5,9.5,5,winequality-white4320,,,,,,,,,,,,
6.3,0.28,0.22,11.5,0.036,27.0,150.0,0.99445,3.0,0.33,10.6,6,winequality-white4321,,,,,,,,,,,,
7.4,0.16,0.33,1.2,0.042,47.0,121.0,0.99198,3.04,0.68,10.5,7,winequality-white4322,,,,,,,,,,,,
8.4,0.27,0.3,2.2,0.037,36.0,129.0,0.99085,2.89,0.3,11.4666666666667,6,winequality-white4323,,,,,,,,,,,,
5.9,0.2,0.28,1.0,0.043,45.0,100.0,0.99033,3.4,0.41,11.4,6,winequality-white4324,,,,,,,,,,,,
6.4,0.24,0.26,8.2,0.054,47.0,182.0,0.99538,3.12,0.5,9.5,5,winequality-white4325,,,,,,,,,,,,
7.4,0.38,0.34,8.3,0.052,44.0,168.0,0.99627,3.11,0.52,9.2,5,winequality-white4326,,,,,,,,,,,,
6.4,0.24,0.26,8.2,0.054,47.0,182.0,0.99538,3.12,0.5,9.5,5,winequality-white4327,,,,,,,,,,,,
6.4,0.42,0.19,9.3,0.043,28.0,145.0,0.99433,3.23,0.53,10.98,5,winequality-white4328,,,,,,,,,,,,
6.4,0.23,0.26,8.1,0.054,47.0,181.0,0.9954,3.12,0.49,9.4,5,winequality-white4329,,,,,,,,,,,,
6.4,0.24,0.26,8.2,0.054,47.0,182.0,0.99538,3.12,0.5,9.5,5,winequality-white4330,,,,,,,,,,,,
7.4,0.38,0.34,8.3,0.052,44.0,168.0,0.99627,3.11,0.52,9.2,5,winequality-white4331,,,,,,,,,,,,
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8,winequality-white4332,,,,,,,,,,,,
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8,winequality-white4333,,,,,,,,,,,,
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8,winequality-white4334,,,,,,,,,,,,
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8,winequality-white4335,,,,,,,,,,,,
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8,winequality-white4336,,,,,,,,,,,,
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8,winequality-white4337,,,,,,,,,,,,
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8,winequality-white4338,,,,,,,,,,,,
6.8,0.24,0.29,2.0,0.044,15.0,96.0,0.99232,3.23,0.64,10.4,8,winequality-white4339,,,,,,,,,,,,
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8,winequality-white4340,,,,,,,,,,,,
7.4,0.27,0.52,15.7,0.054,36.0,139.0,0.99788,3.04,0.62,10.0333333333333,6,winequality-white4341,,,,,,,,,,,,
5.7,0.28,0.35,1.2,0.052,39.0,141.0,0.99108,3.44,0.69,11.3,6,winequality-white4342,,,,,,,,,,,,
5.8,0.22,0.25,1.5,0.024,21.0,109.0,0.99234,3.37,0.58,10.4,6,winequality-white4343,,,,,,,,,,,,
6.7,0.27,0.69,1.2,0.176,36.0,106.0,0.99288,2.96,0.43,9.2,6,winequality-white4344,,,,,,,,,,,,
7.1,0.2,0.35,3.2,0.034,21.0,107.0,0.99195,3.11,0.54,11.1,6,winequality-white4345,,,,,,,,,,,,
6.7,0.27,0.69,1.2,0.176,36.0,106.0,0.99288,2.96,0.43,9.2,6,winequality-white4346,,,,,,,,,,,,
7.1,0.23,0.3,2.6,0.034,62.0,148.0,0.99121,3.03,0.56,11.3,7,winequality-white4347,,,,,,,,,,,,
7.6,0.31,0.52,13.2,0.042,61.0,148.0,0.99839,2.98,0.47,9.1,6,winequality-white4348,,,,,,,,,,,,
7.2,0.34,0.28,10.4,0.108,43.0,187.0,0.99738,2.96,0.57,9.4,5,winequality-white4349,,,,,,,,,,,,
7.0,0.36,0.25,5.7,0.015,14.0,73.0,0.98963,2.82,0.59,13.2,6,winequality-white4350,,,,,,,,,,,,
6.4,0.31,0.28,2.5,0.039,34.0,137.0,0.98946,3.22,0.38,12.7,6,winequality-white4351,,,,,,,,,,,,
7.3,0.28,0.35,1.6,0.054,31.0,148.0,0.99178,3.18,0.47,10.7,5,winequality-white4352,,,,,,,,,,,,
7.4,0.16,0.3,1.4,0.064,34.0,166.0,0.99136,3.11,0.42,11.4333333333333,6,winequality-white4353,,,,,,,,,,,,
6.4,0.31,0.27,7.4,0.049,48.0,169.0,0.99323,3.27,0.45,11.1,6,winequality-white4354,,,,,,,,,,,,
6.4,0.31,0.28,2.5,0.039,34.0,137.0,0.98946,3.22,0.38,12.7,6,winequality-white4355,,,,,,,,,,,,
6.2,0.29,0.29,5.6,0.046,35.0,178.0,0.99313,3.25,0.51,10.5333333333333,5,winequality-white4356,,,,,,,,,,,,
5.9,0.28,0.34,3.6,0.04,50.0,194.0,0.9912,3.31,0.52,11.6,6,winequality-white4357,,,,,,,,,,,,
6.5,0.23,0.2,7.5,0.05,44.0,179.0,0.99504,3.18,0.48,9.53333333333333,5,winequality-white4358,,,,,,,,,,,,
7.2,0.34,0.2,5.8,0.062,52.0,203.0,0.99461,3.17,0.44,9.8,6,winequality-white4359,,,,,,,,,,,,
7.3,0.28,0.35,1.6,0.054,31.0,148.0,0.99178,3.18,0.47,10.7,5,winequality-white4360,,,,,,,,,,,,
6.5,0.2,0.33,1.5,0.039,36.0,110.0,0.99008,3.22,0.65,12.0,6,winequality-white4361,,,,,,,,,,,,
6.2,0.24,0.27,2.9,0.039,30.0,123.0,0.98959,3.12,0.37,12.8,6,winequality-white4362,,,,,,,,,,,,
7.1,0.31,0.25,11.2,0.048,32.0,136.0,0.99663,3.14,0.4,9.5,5,winequality-white4363,,,,,,,,,,,,
6.4,0.29,0.21,9.65,0.041,36.0,119.0,0.99334,2.99,0.34,10.9333333333333,6,winequality-white4364,,,,,,,,,,,,
6.3,0.19,0.33,10.1,0.063,63.0,133.0,0.99561,2.86,0.41,9.1,5,winequality-white4365,,,,,,,,,,,,
5.9,0.29,0.28,3.2,0.035,16.0,117.0,0.98959,3.26,0.42,12.6,6,winequality-white4366,,,,,,,,,,,,
7.1,0.31,0.25,11.2,0.048,32.0,136.0,0.99663,3.14,0.4,9.5,5,winequality-white4367,,,,,,,,,,,,
6.5,0.3,0.28,11.45,0.041,29.0,109.0,0.99418,2.98,0.3,10.9,6,winequality-white4368,,,,,,,,,,,,
6.4,0.29,0.21,9.65,0.041,36.0,119.0,0.99334,2.99,0.34,10.9333333333333,6,winequality-white4369,,,,,,,,,,,,
6.5,0.22,0.19,4.5,0.096,16.0,115.0,0.9937,3.02,0.44,9.6,5,winequality-white4370,,,,,,,,,,,,
7.0,0.23,0.28,2.7,0.053,16.0,92.0,0.99372,3.18,0.56,9.3,5,winequality-white4371,,,,,,,,,,,,
7.1,0.23,0.23,3.5,0.038,23.0,112.0,0.99157,3.05,0.37,11.3666666666667,6,winequality-white4372,,,,,,,,,,,,
6.1,0.26,0.28,1.7,0.043,24.0,98.0,0.98918,3.14,0.44,12.5,6,winequality-white4373,,,,,,,,,,,,
6.4,0.35,0.21,2.1,0.051,46.0,171.0,0.9932,3.16,0.5,9.5,5,winequality-white4374,,,,,,,,,,,,
6.0,0.32,0.32,4.8,0.041,40.0,186.0,0.99235,3.22,0.54,11.0,6,winequality-white4375,,,,,,,,,,,,
6.1,0.34,0.21,5.0,0.042,17.0,133.0,0.99373,3.02,0.53,9.4,5,winequality-white4376,,,,,,,,,,,,
6.5,0.13,0.27,2.6,0.035,32.0,76.0,0.9914,3.21,0.76,11.3333333333333,6,winequality-white4377,,,,,,,,,,,,
6.5,0.315,0.2,6.6,0.041,9.0,126.0,0.99494,2.94,0.51,8.8,5,winequality-white4378,,,,,,,,,,,,
6.1,0.34,0.21,5.0,0.042,17.0,133.0,0.99373,3.02,0.53,9.4,5,winequality-white4379,,,,,,,,,,,,
5.7,0.31,0.29,7.3,0.05,33.0,143.0,0.99332,3.31,0.5,11.0666666666667,6,winequality-white4380,,,,,,,,,,,,
6.4,0.3,0.27,5.0,0.058,27.0,151.0,0.99198,3.22,0.49,12.2,6,winequality-white4381,,,,,,,,,,,,
7.0,0.24,0.26,1.7,0.041,31.0,110.0,0.99142,3.2,0.53,11.0,6,winequality-white4382,,,,,,,,,,,,
6.5,0.13,0.27,2.6,0.035,32.0,76.0,0.9914,3.21,0.76,11.3333333333333,6,winequality-white4383,,,,,,,,,,,,
6.4,0.26,0.21,8.2,0.05,51.0,182.0,0.99542,3.23,0.48,9.5,5,winequality-white4384,,,,,,,,,,,,
6.4,0.26,0.21,8.2,0.05,51.0,182.0,0.99542,3.23,0.48,9.5,5,winequality-white4385,,,,,,,,,,,,
6.0,0.27,0.31,5.0,0.043,54.0,170.0,0.9924,3.28,0.52,11.0,6,winequality-white4386,,,,,,,,,,,,
7.1,0.21,0.33,1.2,0.039,34.0,97.0,0.99112,3.11,0.75,11.2,6,winequality-white4387,,,,,,,,,,,,
6.7,0.26,0.29,7.1,0.036,28.0,100.0,0.99534,3.08,0.36,9.3,6,winequality-white4388,,,,,,,,,,,,
6.3,0.28,0.22,9.5,0.04,30.0,111.0,0.99338,3.05,0.31,10.8,4,winequality-white4389,,,,,,,,,,,,
6.2,0.25,0.44,15.8,0.057,39.0,167.0,0.99804,3.14,0.51,9.2,5,winequality-white4390,,,,,,,,,,,,
7.3,0.22,0.37,15.5,0.048,70.0,203.0,0.99899,3.25,0.77,9.4,5,winequality-white4391,,,,,,,,,,,,
6.2,0.25,0.44,15.8,0.057,39.0,167.0,0.99804,3.14,0.51,9.2,5,winequality-white4392,,,,,,,,,,,,
6.4,0.18,0.28,17.05,0.047,53.0,139.0,0.99724,3.25,0.35,10.5,6,winequality-white4393,,,,,,,,,,,,
6.3,0.2,0.26,12.7,0.046,60.0,143.0,0.99526,3.26,0.35,10.8,6,winequality-white4394,,,,,,,,,,,,
6.6,0.24,0.22,12.3,0.051,35.0,146.0,0.99676,3.1,0.67,9.4,5,winequality-white4395,,,,,,,,,,,,
7.4,0.27,0.26,11.8,0.053,55.0,173.0,0.99699,3.11,0.6,9.8,5,winequality-white4396,,,,,,,,,,,,
7.4,0.27,0.26,11.8,0.053,55.0,173.0,0.99699,3.11,0.6,9.8,5,winequality-white4397,,,,,,,,,,,,
7.4,0.27,0.26,11.8,0.053,55.0,173.0,0.99699,3.11,0.6,9.8,5,winequality-white4398,,,,,,,,,,,,
6.6,0.24,0.22,12.3,0.051,35.0,146.0,0.99676,3.1,0.67,9.4,5,winequality-white4399,,,,,,,,,,,,
7.4,0.27,0.26,11.8,0.053,55.0,173.0,0.99699,3.11,0.6,9.8,5,winequality-white4400,,,,,,,,,,,,
7.1,0.38,0.29,13.6,0.041,30.0,137.0,0.99461,3.02,0.96,12.1,6,winequality-white4401,,,,,,,,,,,,
6.8,0.43,0.26,5.2,0.043,40.0,176.0,0.99116,3.17,0.41,12.3,6,winequality-white4402,,,,,,,,,,,,
5.2,0.22,0.46,6.2,0.066,41.0,187.0,0.99362,3.19,0.42,9.73333333333333,5,winequality-white4403,,,,,,,,,,,,
5.9,0.29,0.16,7.9,0.044,48.0,197.0,0.99512,3.21,0.36,9.4,5,winequality-white4404,,,,,,,,,,,,
5.9,0.29,0.16,7.9,0.044,48.0,197.0,0.99512,3.21,0.36,9.4,5,winequality-white4405,,,,,,,,,,,,
6.3,0.29,0.29,3.3,0.037,32.0,140.0,0.9895,3.17,0.36,12.8,7,winequality-white4406,,,,,,,,,,,,
6.3,0.19,0.32,2.8,0.046,18.0,80.0,0.99043,2.92,0.47,11.05,6,winequality-white4407,,,,,,,,,,,,
5.7,0.29,0.16,7.9,0.044,48.0,197.0,0.99512,3.21,0.36,9.4,5,winequality-white4408,,,,,,,,,,,,
6.3,0.29,0.29,3.3,0.037,32.0,140.0,0.9895,3.17,0.36,12.8,7,winequality-white4409,,,,,,,,,,,,
5.7,0.24,0.47,6.3,0.069,35.0,182.0,0.99391,3.11,0.46,9.73333333333333,5,winequality-white4410,,,,,,,,,,,,
5.8,0.3,0.38,4.9,0.039,22.0,86.0,0.98963,3.23,0.58,13.1,7,winequality-white4411,,,,,,,,,,,,
7.1,0.27,0.27,10.4,0.041,26.0,114.0,0.99335,3.04,0.52,11.5,7,winequality-white4412,,,,,,,,,,,,
5.8,0.3,0.38,4.9,0.039,22.0,86.0,0.98963,3.23,0.58,13.1,7,winequality-white4413,,,,,,,,,,,,
7.1,0.27,0.27,10.4,0.041,26.0,114.0,0.99335,3.04,0.52,11.5,7,winequality-white4414,,,,,,,,,,,,
6.3,0.305,0.22,16.0,0.061,26.0,141.0,0.99824,3.08,0.5,9.1,5,winequality-white4415,,,,,,,,,,,,
5.7,0.24,0.47,6.3,0.069,35.0,182.0,0.99391,3.11,0.46,9.75,5,winequality-white4416,,,,,,,,,,,,
6.2,0.22,0.28,2.2,0.04,24.0,125.0,0.9917,3.19,0.48,10.5,6,winequality-white4417,,,,,,,,,,,,
6.6,0.22,0.23,17.3,0.047,37.0,118.0,0.99906,3.08,0.46,8.8,6,winequality-white4418,,,,,,,,,,,,
6.6,0.22,0.23,17.3,0.047,37.0,118.0,0.99906,3.08,0.46,8.8,6,winequality-white4419,,,,,,,,,,,,
6.6,0.22,0.23,17.3,0.047,37.0,118.0,0.99906,3.08,0.46,8.8,6,winequality-white4420,,,,,,,,,,,,
6.6,0.22,0.23,17.3,0.047,37.0,118.0,0.99906,3.08,0.46,8.8,6,winequality-white4421,,,,,,,,,,,,
6.2,0.22,0.28,2.2,0.04,24.0,125.0,0.9917,3.19,0.48,10.5,6,winequality-white4422,,,,,,,,,,,,
6.2,0.22,0.28,2.2,0.04,24.0,125.0,0.9917,3.19,0.48,10.5,6,winequality-white4423,,,,,,,,,,,,
6.6,0.22,0.23,17.3,0.047,37.0,118.0,0.99906,3.08,0.46,8.8,6,winequality-white4424,,,,,,,,,,,,
6.1,0.22,0.5,6.6,0.045,30.0,122.0,0.99415,3.22,0.49,9.9,6,winequality-white4425,,,,,,,,,,,,
6.2,0.21,0.52,6.5,0.047,28.0,123.0,0.99418,3.22,0.49,9.9,6,winequality-white4426,,,,,,,,,,,,
6.3,0.32,0.26,12.3,0.044,24.0,205.0,0.99611,3.11,0.58,9.9,5,winequality-white4427,,,,,,,,,,,,
6.9,0.44,0.27,5.0,0.038,33.0,166.0,0.99124,3.2,0.42,12.2,6,winequality-white4428,,,,,,,,,,,,
6.1,0.31,0.34,2.8,0.042,59.5,162.0,0.99179,3.27,0.47,10.8,6,winequality-white4429,,,,,,,,,,,,
8.1,0.36,0.59,13.6,0.051,60.0,134.0,0.99886,2.96,0.39,8.7,5,winequality-white4430,,,,,,,,,,,,
6.6,0.38,0.28,2.8,0.043,17.0,67.0,0.98924,3.21,0.47,13.2,6,winequality-white4431,,,,,,,,,,,,
6.7,0.24,0.26,5.4,0.03,15.0,94.0,0.99045,3.15,0.38,12.7,6,winequality-white4432,,,,,,,,,,,,
6.9,0.56,0.26,10.9,0.06,55.0,193.0,0.9969,3.21,0.44,9.4,5,winequality-white4433,,,,,,,,,,,,
7.2,0.24,0.24,1.7,0.045,18.0,161.0,0.99196,3.25,0.53,11.2,6,winequality-white4434,,,,,,,,,,,,
6.5,0.29,0.3,9.15,0.051,25.0,166.0,0.99339,3.24,0.56,11.3333333333333,6,winequality-white4435,,,,,,,,,,,,
6.7,0.28,0.28,4.5,0.051,14.0,92.0,0.99224,3.36,0.58,11.9,6,winequality-white4436,,,,,,,,,,,,
6.5,0.29,0.3,9.15,0.051,25.0,166.0,0.99339,3.24,0.56,11.35,6,winequality-white4437,,,,,,,,,,,,
6.1,0.21,0.19,1.4,0.046,51.0,131.0,0.99184,3.22,0.39,10.5,5,winequality-white4438,,,,,,,,,,,,
7.2,0.47,0.16,5.9,0.048,14.0,125.0,0.99428,3.09,0.49,9.8,5,winequality-white4439,,,,,,,,,,,,
6.7,0.34,0.31,16.4,0.051,20.0,146.0,0.99834,3.06,0.54,9.1,5,winequality-white4440,,,,,,,,,,,,
6.6,0.27,0.25,1.2,0.033,36.0,111.0,0.98918,3.16,0.37,12.4,6,winequality-white4441,,,,,,,,,,,,
6.7,0.34,0.31,16.4,0.051,20.0,146.0,0.99834,3.06,0.54,9.1,5,winequality-white4442,,,,,,,,,,,,
